squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Monaco,27.0,54.5,36.0,396.0,3240.0,56.0,42.0,8.0,8.0,80.0,4.0,1.56,1.17,2.72,1.33,2.5,53.5,47.5,38.4,1.49,1.07,2.55,1.32,2.39,36.0,36.0,3240.0,36.0,1.0,120.0,95.0,76.7,19.0,8.0,9.0,11.0,30.6,9.0,8.0,0.0,1.0,36.0,0.0,5.0,3.0,39.0,0.27,6.0,0.17,180.0,443.0,40.6,813.0,154.0,36.9,35.6,262.0,54.6,45.1,247.0,10.0,4.0,18.0,0.5,14.7,411.0,141.0,14.0,34.3,11.42,3.92,0.12,0.34,0.12,2.5,0.5,15762.0,19571.0,80.5,310256.0,100511.0,6134.0,6953.0,88.2,7108.0,8201.0,86.7,2293.0,3732.0,61.4,3.6,318.0,1243.0,367.0,76.0,1506.0,17838.0,1733.0,433.0,57.0,2785.0,542.0,474.0,202.0,86.0,68.0,10.0,13758.0,2456.0,3357.0,5230.0,12213.0,664.0,759.0,275.0,91.0,297.0,645.0,429.0,670.0,18.61,490.0,63.0,38.0,24.0,37.0,97.0,2.69,83.0,2.0,3.0,3.0,6.0,0.0,767.0,485.0,311.0,363.0,93.0,279.0,682.0,40.9,403.0,6103.0,1929.0,31.6,1575.0,2925.0,1603.0,445.0,109.0,2.0,336.0,626.0,562.0,8.0,23644.0,2050.0,6737.0,12143.0,6223.0,965.0,21981.0,372.0,647.0,57.5,403.0,35.0,15139.0,77826.0,43302.0,1812.0,509.0,156.0,18638.0,15762.0,84.6,509.0,407.0,3.0,517.0,434.0,89.0,5.0,9.0,3.0,3185.0,579.0,562.0,50.7
Montpellier,25.0,48.6,36.0,396.0,3240.0,48.0,31.0,3.0,4.0,71.0,8.0,1.33,0.86,2.19,1.25,2.11,41.8,38.7,26.9,1.16,0.75,1.91,1.08,1.82,36.0,36.0,3240.0,55.0,1.53,196.0,145.0,73.5,12.0,7.0,17.0,10.0,27.8,4.0,3.0,1.0,0.0,36.0,2.0,4.0,1.0,54.7,0.27,0.7,0.02,210.0,503.0,41.7,1006.0,230.0,34.5,34.2,332.0,47.0,40.8,375.0,33.0,8.8,20.0,0.56,13.8,408.0,147.0,35.0,36.0,11.33,4.08,0.11,0.31,0.1,6.2,6.3,13416.0,16966.0,79.1,260548.0,92988.0,5489.0,6258.0,87.7,5542.0,6460.0,85.8,2040.0,3484.0,58.6,4.1,266.0,859.0,249.0,78.0,1073.0,15060.0,1906.0,459.0,23.0,2142.0,510.0,449.0,175.0,58.0,72.0,13.0,11259.0,2311.0,3396.0,4603.0,10247.0,656.0,835.0,302.0,44.0,356.0,547.0,409.0,605.0,16.81,416.0,48.0,38.0,29.0,52.0,75.0,2.08,49.0,4.0,6.0,6.0,6.0,4.0,659.0,381.0,358.0,218.0,83.0,242.0,650.0,37.2,408.0,5174.0,1492.0,28.8,1918.0,2119.0,1137.0,499.0,141.0,2.0,358.0,578.0,650.0,8.0,21132.0,2835.0,8190.0,9667.0,4596.0,637.0,19276.0,321.0,581.0,55.2,354.0,28.0,12929.0,66581.0,35975.0,1210.0,346.0,94.0,15573.0,13416.0,86.1,463.0,440.0,4.0,430.0,474.0,46.0,3.0,3.0,1.0,2796.0,455.0,594.0,43.4
Nantes,25.0,43.6,36.0,396.0,3240.0,50.0,36.0,4.0,4.0,78.0,4.0,1.39,1.0,2.39,1.28,2.28,40.0,36.9,29.2,1.11,0.81,1.92,1.03,1.84,36.0,36.0,3240.0,44.0,1.22,141.0,101.0,71.6,15.0,9.0,12.0,8.0,22.2,7.0,4.0,3.0,0.0,36.0,0.0,7.0,1.0,42.6,0.27,-0.4,-0.01,200.0,602.0,33.2,776.0,125.0,49.0,43.3,275.0,80.7,58.2,271.0,22.0,8.1,26.0,0.72,15.2,395.0,135.0,13.0,34.2,10.97,3.75,0.12,0.34,0.09,10.0,9.1,12011.0,15561.0,77.2,240914.0,84987.0,4803.0,5525.0,86.9,5044.0,6014.0,83.9,1949.0,3416.0,57.1,6.8,297.0,973.0,207.0,85.0,975.0,13795.0,1766.0,403.0,11.0,2169.0,492.0,419.0,186.0,71.0,84.0,11.0,10128.0,1963.0,3470.0,4715.0,8754.0,612.0,822.0,206.0,47.0,340.0,497.0,380.0,612.0,17.0,414.0,73.0,39.0,36.0,31.0,79.0,2.19,55.0,6.0,5.0,6.0,5.0,2.0,744.0,437.0,366.0,272.0,106.0,277.0,671.0,41.3,394.0,5931.0,1611.0,27.2,1974.0,2659.0,1298.0,513.0,131.0,6.0,382.0,565.0,623.0,4.0,19769.0,2003.0,6271.0,9482.0,5112.0,748.0,18041.0,286.0,592.0,48.3,316.0,28.0,11841.0,56637.0,30577.0,1276.0,369.0,152.0,14437.0,12011.0,83.2,479.0,432.0,2.0,511.0,375.0,53.0,1.0,6.0,1.0,2925.0,598.0,603.0,49.8
Nice,27.0,51.3,36.0,396.0,3240.0,48.0,33.0,7.0,9.0,73.0,6.0,1.33,0.92,2.25,1.14,2.06,53.8,47.2,38.0,1.5,1.06,2.55,1.31,2.37,36.0,36.0,3240.0,31.0,0.86,134.0,107.0,79.9,19.0,7.0,10.0,14.0,38.9,5.0,4.0,1.0,0.0,36.0,1.0,1.0,0.0,38.1,0.25,7.1,0.2,171.0,413.0,41.4,751.0,156.0,35.6,33.7,256.0,57.0,44.4,315.0,14.0,4.4,20.0,0.56,14.0,416.0,132.0,11.0,31.7,11.56,3.67,0.1,0.31,0.12,-5.8,-6.2,15369.0,18641.0,82.4,296210.0,94969.0,6053.0,6812.0,88.9,7013.0,7910.0,88.7,2062.0,3280.0,62.9,-5.0,320.0,1038.0,269.0,97.0,1143.0,16998.0,1643.0,424.0,32.0,2555.0,417.0,449.0,179.0,82.0,63.0,10.0,13467.0,2147.0,3027.0,5504.0,11197.0,560.0,718.0,267.0,44.0,308.0,530.0,369.0,678.0,18.83,491.0,62.0,41.0,34.0,31.0,83.0,2.31,62.0,3.0,3.0,7.0,8.0,0.0,667.0,397.0,327.0,264.0,76.0,251.0,550.0,45.6,299.0,4959.0,1525.0,30.8,1470.0,2324.0,1165.0,548.0,133.0,5.0,415.0,573.0,595.0,3.0,22687.0,2161.0,7101.0,11941.0,5122.0,785.0,21092.0,342.0,621.0,55.1,369.0,25.0,15270.0,79205.0,42331.0,1679.0,491.0,116.0,17449.0,15369.0,88.1,453.0,426.0,2.0,470.0,387.0,51.0,5.0,4.0,0.0,2812.0,529.0,481.0,52.4
Paris S-G,34.0,62.9,36.0,396.0,3240.0,79.0,61.0,6.0,7.0,74.0,4.0,2.19,1.69,3.89,2.03,3.72,69.0,63.7,50.9,1.92,1.41,3.33,1.77,3.18,36.0,36.0,3237.0,36.0,1.0,135.0,102.0,75.6,24.0,8.0,4.0,11.0,30.6,3.0,3.0,0.0,0.0,36.0,0.0,5.0,1.0,36.6,0.25,1.6,0.04,81.0,151.0,53.6,745.0,192.0,15.8,25.8,224.0,14.7,22.8,262.0,14.0,5.3,33.0,0.92,15.3,516.0,183.0,29.0,35.5,14.33,5.08,0.14,0.4,0.13,10.0,9.3,22583.0,25115.0,89.9,397794.0,112356.0,10370.0,11178.0,92.8,9409.0,10106.0,93.1,2344.0,3014.0,77.8,10.1,395.0,1664.0,401.0,60.0,1509.0,23572.0,1543.0,460.0,78.0,3032.0,473.0,348.0,194.0,77.0,36.0,7.0,20964.0,2263.0,1888.0,8385.0,15325.0,366.0,589.0,271.0,81.0,202.0,654.0,341.0,864.0,24.0,643.0,51.0,66.0,43.0,41.0,134.0,3.72,98.0,5.0,15.0,9.0,5.0,2.0,602.0,382.0,244.0,240.0,118.0,238.0,583.0,40.8,345.0,4833.0,1379.0,28.5,1349.0,1967.0,1517.0,392.0,111.0,0.0,281.0,468.0,419.0,10.0,28911.0,2393.0,7684.0,15215.0,7937.0,1077.0,27446.0,452.0,822.0,55.0,495.0,39.0,21356.0,102420.0,56447.0,2371.0,701.0,213.0,24660.0,22583.0,91.6,418.0,434.0,1.0,376.0,448.0,87.0,5.0,3.0,1.0,2385.0,275.0,226.0,54.9
Reims,35.0,42.0,36.0,396.0,3240.0,38.0,25.0,4.0,6.0,68.0,7.0,1.06,0.69,1.75,0.94,1.64,36.1,31.4,24.8,1.0,0.69,1.69,0.87,1.56,36.0,36.0,3240.0,40.0,1.11,142.0,107.0,74.6,10.0,13.0,13.0,11.0,30.6,6.0,4.0,1.0,1.0,36.0,2.0,9.0,1.0,37.4,0.24,-1.6,-0.04,190.0,511.0,37.2,905.0,189.0,42.0,38.8,262.0,50.0,41.4,362.0,30.0,8.3,41.0,1.14,16.0,371.0,128.0,4.0,34.5,10.31,3.56,0.09,0.27,0.09,1.9,2.6,11500.0,14849.0,77.4,228950.0,79655.0,4492.0,5227.0,85.9,4944.0,5822.0,84.9,1819.0,3145.0,57.8,0.2,288.0,744.0,239.0,70.0,934.0,13114.0,1735.0,478.0,15.0,2255.0,471.0,370.0,162.0,65.0,66.0,8.0,9670.0,2156.0,3023.0,4497.0,8455.0,575.0,746.0,250.0,67.0,339.0,544.0,401.0,605.0,16.81,418.0,53.0,55.0,23.0,34.0,62.0,1.72,36.0,7.0,6.0,5.0,7.0,1.0,655.0,411.0,334.0,254.0,67.0,215.0,563.0,38.2,348.0,5615.0,1635.0,29.1,1971.0,2558.0,1086.0,601.0,153.0,4.0,448.0,693.0,734.0,7.0,19238.0,2526.0,7646.0,8672.0,4218.0,633.0,17551.0,335.0,562.0,59.6,359.0,24.0,11797.0,63908.0,35640.0,1262.0,377.0,95.0,13848.0,11500.0,83.0,519.0,405.0,4.0,472.0,461.0,74.0,5.0,5.0,0.0,2705.0,451.0,512.0,46.8
Rennes,28.0,56.9,36.0,396.0,3240.0,77.0,58.0,4.0,4.0,53.0,2.0,2.14,1.61,3.75,2.03,3.64,59.7,56.6,43.3,1.66,1.2,2.86,1.57,2.78,36.0,36.0,3240.0,38.0,1.06,94.0,59.0,64.9,19.0,5.0,12.0,13.0,36.1,6.0,5.0,1.0,0.0,36.0,0.0,5.0,1.0,33.2,0.31,-3.8,-0.11,206.0,464.0,44.4,937.0,170.0,33.2,33.6,211.0,72.5,52.6,333.0,20.0,6.0,30.0,0.83,15.0,525.0,186.0,14.0,35.4,14.58,5.17,0.14,0.39,0.11,17.3,16.4,17099.0,20355.0,84.0,352719.0,104810.0,6114.0,6903.0,88.6,7714.0,8660.0,89.1,3040.0,4183.0,72.7,14.7,399.0,1126.0,366.0,102.0,1325.0,18705.0,1650.0,417.0,35.0,2650.0,682.0,455.0,212.0,57.0,115.0,12.0,14973.0,2311.0,3071.0,5955.0,12352.0,636.0,736.0,281.0,51.0,315.0,562.0,412.0,843.0,23.42,599.0,96.0,30.0,60.0,36.0,134.0,3.72,106.0,7.0,5.0,9.0,6.0,1.0,550.0,308.0,229.0,211.0,110.0,208.0,550.0,37.8,342.0,5076.0,1497.0,29.5,1381.0,2213.0,1482.0,501.0,99.0,1.0,402.0,465.0,646.0,9.0,24247.0,2179.0,7383.0,12433.0,5992.0,960.0,22650.0,268.0,496.0,54.0,297.0,24.0,16506.0,83246.0,45418.0,1754.0,510.0,140.0,19349.0,17099.0,88.4,435.0,374.0,1.0,435.0,408.0,56.0,4.0,6.0,1.0,2805.0,604.0,551.0,52.3
Saint-Étienne,39.0,49.2,36.0,396.0,3240.0,39.0,24.0,5.0,5.0,80.0,5.0,1.08,0.67,1.75,0.94,1.61,37.9,34.2,24.5,1.05,0.68,1.73,0.95,1.63,36.0,36.0,3237.0,70.0,1.95,171.0,108.0,63.2,7.0,10.0,19.0,4.0,11.1,7.0,7.0,0.0,0.0,36.0,3.0,8.0,4.0,62.2,0.33,-7.8,-0.22,193.0,567.0,34.0,830.0,210.0,46.5,38.8,271.0,66.8,49.7,292.0,26.0,8.9,44.0,1.22,15.6,412.0,136.0,20.0,33.0,11.44,3.78,0.08,0.25,0.08,1.1,-0.2,13221.0,16798.0,78.7,255584.0,82083.0,5476.0,6253.0,87.6,5391.0,6336.0,85.1,1987.0,3417.0,58.2,-0.5,291.0,857.0,204.0,62.0,988.0,14929.0,1869.0,505.0,20.0,2365.0,609.0,399.0,169.0,81.0,58.0,5.0,11405.0,2190.0,3203.0,6568.0,8129.0,622.0,815.0,299.0,45.0,369.0,559.0,403.0,629.0,17.47,427.0,63.0,47.0,34.0,37.0,53.0,1.47,29.0,8.0,3.0,5.0,6.0,2.0,736.0,458.0,351.0,304.0,81.0,224.0,581.0,38.6,357.0,5836.0,1890.0,32.4,1856.0,2678.0,1302.0,524.0,96.0,3.0,428.0,587.0,593.0,11.0,21266.0,2144.0,7158.0,10794.0,4757.0,639.0,19457.0,374.0,714.0,52.4,414.0,25.0,13574.0,70393.0,39294.0,1539.0,483.0,134.0,15533.0,13221.0,85.1,517.0,489.0,1.0,471.0,455.0,47.0,4.0,7.0,4.0,3111.0,491.0,602.0,44.9
Strasbourg,26.0,49.6,36.0,396.0,3240.0,55.0,39.0,6.0,8.0,70.0,3.0,1.53,1.08,2.61,1.36,2.44,57.5,51.5,37.9,1.6,1.05,2.65,1.43,2.48,36.0,36.0,3240.0,39.0,1.08,112.0,78.0,68.8,16.0,12.0,8.0,13.0,36.1,4.0,4.0,0.0,0.0,36.0,0.0,4.0,1.0,36.2,0.3,-1.8,-0.05,184.0,421.0,43.7,706.0,135.0,43.5,37.4,227.0,50.2,43.1,277.0,22.0,7.9,22.0,0.61,14.3,454.0,140.0,10.0,30.8,12.61,3.89,0.11,0.35,0.12,-2.5,-2.5,14050.0,17714.0,79.3,282158.0,95261.0,5412.0,6181.0,87.6,6051.0,7011.0,86.3,2297.0,3822.0,60.1,1.1,320.0,1060.0,345.0,103.0,1294.0,16006.0,1708.0,428.0,27.0,2448.0,648.0,515.0,174.0,33.0,116.0,8.0,11547.0,2333.0,3834.0,4326.0,11214.0,641.0,772.0,249.0,51.0,285.0,547.0,412.0,674.0,18.72,491.0,68.0,26.0,40.0,35.0,85.0,2.36,63.0,4.0,3.0,9.0,6.0,0.0,710.0,427.0,338.0,259.0,113.0,264.0,599.0,44.1,335.0,5420.0,1588.0,29.3,1652.0,2356.0,1412.0,517.0,103.0,0.0,414.0,586.0,588.0,4.0,21745.0,2107.0,6625.0,10701.0,5728.0,897.0,20102.0,268.0,458.0,58.5,292.0,15.0,13434.0,68649.0,37469.0,1388.0,398.0,93.0,16595.0,14050.0,84.7,465.0,382.0,1.0,502.0,423.0,58.0,6.0,4.0,1.0,3050.0,672.0,577.0,53.8
Troyes,35.0,44.2,36.0,396.0,3240.0,33.0,22.0,6.0,7.0,72.0,5.0,0.92,0.61,1.53,0.75,1.36,38.7,33.5,24.2,1.08,0.67,1.75,0.93,1.6,36.0,36.0,3240.0,49.0,1.36,134.0,96.0,70.9,9.0,10.0,17.0,9.0,25.0,10.0,10.0,0.0,0.0,36.0,1.0,8.0,2.0,45.5,0.27,-1.5,-0.04,240.0,593.0,40.5,911.0,184.0,46.0,39.2,305.0,57.0,43.3,332.0,23.0,6.9,16.0,0.44,12.9,370.0,115.0,10.0,31.1,10.28,3.19,0.07,0.23,0.09,-5.7,-6.5,12442.0,15819.0,78.7,242587.0,87300.0,5262.0,5989.0,87.9,5057.0,5972.0,84.7,1879.0,3220.0,58.4,-2.2,258.0,845.0,236.0,88.0,972.0,14063.0,1756.0,500.0,21.0,2277.0,515.0,417.0,151.0,102.0,32.0,6.0,10685.0,2032.0,3102.0,5103.0,8883.0,503.0,713.0,268.0,51.0,298.0,566.0,388.0,560.0,15.56,383.0,61.0,29.0,35.0,37.0,48.0,1.33,28.0,4.0,2.0,7.0,6.0,1.0,660.0,395.0,343.0,243.0,74.0,227.0,592.0,38.3,365.0,5576.0,1603.0,28.7,1920.0,2639.0,1017.0,530.0,109.0,3.0,421.0,606.0,597.0,3.0,19850.0,2481.0,7732.0,9027.0,4342.0,599.0,18149.0,293.0,538.0,54.5,325.0,24.0,12223.0,63117.0,33457.0,1163.0,376.0,80.0,14640.0,12442.0,85.0,462.0,419.0,3.0,461.0,481.0,53.0,7.0,10.0,2.0,2735.0,472.0,518.0,47.7
